"Mississippi Gulf Coast CC - DO NOT USE THIS ORI -AMTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mississippi Gulf Coast CC - DO NOT USE THIS ORI -West Harrison County Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Dept of Marine Resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Mississippi Gulf Coast CC - Bryant Center at Traditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Mississippi Gulf Coast CC - Harrison County Campus and AMTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Mississippi Gulf Coast CC - West Harrison County Campus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pass Christian Police Department","171","28","1","","","","","","","","","","","","24","3","","","110","","","4","1","19","1","","7","4","","","1","","","","","","27","2","","4","","38","2","","33","27","6","","","","","","","","","","","","1","1","","",""
"State Capitol Police - Biloxi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hinds County","11,702","3,749","42","","","10","75","68","7","1","11","1","13","608","2,065","913","11","","6,678","22","1","815","62","1,915","106","3","180","158","12","","15","32","2","146","68","31","470","596","17","776","40","476","643","92","1,275","809","158","","","","","8","1","5","","289","5","","883","42","608","146","87"
" Jackson State University","223","57","","","","","","","","","","","","","57","","","","100","","","8","","32","","","1","4","","","1","","","1","","","","7","2","1","","43","","","66","49","10","","","","","","","","","7","","","1","","","1",""
"Bolton Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Byram Police Department","313","75","1","","","","3","3","","","","","","4","55","12","","","194","","","9","19","29","16","1","8","8","1","","2","","","2","","","22","","","21","","37","18","1","44","21","20","","","","","","","","","3","","","10","1","4","2","3"
"Clinton Police Department","800","148","3","","","","10","9","1","","3","","1","8","118","5","","","413","1","","20","7","69","16","","31","23","","","","","","4","","","113","","","29","1","61","23","15","239","161","55","","","","","2","","","","21","","","28","3","8","4","13"
"CTED - PE Count Only","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Edwards Police Department","13","3","","","","","","","","","","","","1","1","1","","","10","","","","","1","1","","","","","","","","","","","","","","1","","1","2","4","","","","","","","","","","","","","","","","1","","1","",""
"Hinds County Sheriff's Office","746","342","2","","","2","3","3","","","1","1","","32","265","36","","","288","12","","31","1","62","1","","8","10","1","","","8","","1","6","2","5","7","","20","10","84","16","3","116","88","","","","","","3","","","","25","","","39","2","32","1","4"
"Jackson Police Department","6,154","2,157","26","","","5","36","32","5","","4","","10","391","1,093","591","1","","3,710","3","1","476","22","1,248","54","2","74","67","9","","6","11","1","104","53","24","190","485","14","423","1","31","403","8","287","184","18","","","","","1","","1","","82","1","","562","26","391","104","41"
"Mississippi Attorney General - Central","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mississippi Attorney General - Northern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mississippi Attorney General - Southern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MS Bureau of Investigation - PE Count","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MS Highway Safety Patrol ( PE Count Only)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Hinds CC-Utica Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Hinds Community College","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Jackson Public Schools Campus Enforcement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Mississippi Bureau of Investigation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Mississippi Highway Patrol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - MS Bureau of Narcotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - MS Gaming Commission","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Terry Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Utica Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Raymond Police Department","69","10","","","","","","","","","","","","","9","1","","","24","","","3","","6","1","","2","","","","2","","","","","","4","","","1","","1","1","3","35","25","6","","","","","","","","","4","","","","","","",""
"State Capitol Police","3,238","891","10","","","3","23","21","1","1","2","","2","169","406","266","10","","1,883","4","","266","13","460","17","","56","45","1","","4","13","1","33","9","5","133","64","","279","26","216","176","62","464","263","45","","","","","2","1","4","","145","4","","237","10","169","33","25"
"UMMC Police and Public Safety Department","146","66","","","","","","","","","1","","","3","61","1","","","56","2","","2","","8","","","","1","","","","","","1","","","3","33","","2","1","1","2","","24","18","4","","","","","","","","","2","","","5","","3","1","1"
"Holmes County","154","44","","","","","","","","","","","","10","22","12","","","110","1","","21","","41","","","1","1","","","","","","2","","","","3","","13","","11","16","","","","","","","","","","","","","","","","12","","10","2",""
"Not Reporting - Durant Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Goodman Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Lexington Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Pickens Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Tchula Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Holmes County Sheriff's Office","153","44","","","","","","","","","","","","10","22","12","","","109","1","","21","","41","","","1","1","","","","","","2","","","","2","","13","","11","16","","","","","","","","","","","","","","","","12","","10","2",""
"Not Reporting Certified - West Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recert - Holmes Community College-Goodman","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Humphreys County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Belzoni Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Humphreys County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Issaquena County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Issaquena County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Itawamba County","265","49","","","","","1","","1","","1","","","3","35","9","","","102","","","5","1","9","3","","4","7","","","","2","","","","","32","2","","5","","28","4","","114","55","55","","","","","","","","","3","1","","5","","3","","2"
"Fulton Police Department","265","49","","","","","1","","1","","1","","","3","35","9","","","102","","","5","1","9","3","","4","7","","","","2","","","","","32","2","","5","","28","4","","114","55","55","","","","","","","","","3","1","","5","","3","","2"
"Not Reporting - Itawamba CC Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Itawamba County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Manatachie Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jackson County","3,671","998","7","","","9","24","22","","2","13","","2","87","600","256","","","1,953","9","","146","26","294","19","2","73","81","2","","10","41","3","20","","","339","16","3","227","11","438","139","54","720","460","193","","","","","6","1","","1","52","7","","151","7","87","20","37"
"Gautier Police Department","966","307","2","","","1","7","5","","2","4","","1","31","142","119","","","588","1","","37","7","121","3","1","18","29","","","2","19","","1","","","78","12","2","105","11","79","42","20","71","37","10","","","","","","","","","19","5","","45","2","31","1","11"
"Jackson County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mississippi Gulf Coast CC -  Jackson County","3","","","","","","","","","","","","","","","","","","3","","","","","2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Singing River Health Sys Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Moss Point Police Department","89","34","2","","","","1","1","","","","","","4","21","6","","","47","3","","6","","5","","","4","1","","","","","","","","","2","4","","3","","7","7","5","8","4","2","","","","","","","","","2","","","7","2","4","","1"
"Pascagoula Police Department","2,613","657","3","","","8","16","16","","","9","","1","52","437","131","","","1,315","5","","103","19","166","16","1","51","51","2","","8","22","3","19","","","258","","1","119","","352","90","29","641","419","181","","","","","6","1","","1","31","2","","99","3","52","19","25"
"Recert - Ocean Springs Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jasper County","235","68","2","","","","3","3","","","4","","","15","33","11","","","119","1","","19","3","14","2","","6","4","6","","","3","","2","","","7","","","9","","39","4","","48","22","12","","","","","1","","","","13","","","26","2","15","2","7"
"Heidelberg Police Department","17","4","2","","","","","","","","","","","1","1","","","","6","","","","","","","","","2","","","","","","","","","2","","","","","2","","","7","2","","","","","","","","","","5","","","3","2","1","",""
"Jasper County Sheriff's Office","179","50","","","","","3","3","","","4","","","11","23","9","","","91","1","","16","3","9","1","","2","1","5","","","3","","2","","","3","","","9","","32","4","","38","19","12","","","","","","","","","7","","","20","","11","2","7"
"Louin Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting  Certified - Bay Springs Police Department","39","14","","","","","","","","","","","","3","9","2","","","22","","","3","","5","1","","4","1","1","","","","","","","","2","","","","","5","","","3","1","","","","","","1","","","","1","","","3","","3","",""
"Jefferson County","79","37","","","","","1","1","","","1","","","4","12","19","","","42","","","1","1","3","","","1","1","2","","","3","","","","","","4","","1","","20","5","","","","","","","","","","","","","","","","6","","4","","2"
"Jefferson County Sheriff's Office","79","37","","","","","1","1","","","1","","","4","12","19","","","42","","","1","1","3","","","1","1","2","","","3","","","","","","4","","1","","20","5","","","","","","","","","","","","","","","","6","","4","","2"
"Not Reporting - Fayette Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jefferson Davis County","39","15","","","","","","","","","","","","5","9","1","","","19","","","3","2","5","","","","","","","","","","","","","","","","","","4","4","1","5","3","2","","","","","","","","","","","","5","","5","",""
"Jefferson Davis County Sheriff's Office","39","15","","","","","","","","","","","","5","9","1","","","19","","","3","2","5","","","","","","","","","","","","","","","","","","4","4","1","5","3","2","","","","","","","","","","","","5","","5","",""
"Not Reporting - Alcorn State University Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Prentiss Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones County","2,982","968","6","","","4","27","13","7","7","24","","5","142","548","212","","","1,540","13","","324","29","171","29","2","65","33","33","","20","20","","20","","","123","10","","123","4","372","142","7","474","300","87","","","","","10","","","","77","","","219","6","142","20","51"
"Ellisville Police Department","158","54","","","","","3","3","","","2","","","11","29","9","","","66","2","","14","2","1","4","","1","4","9","","2","","","","","","8","","","3","","10","6","","38","21","9","","","","","","","","","8","","","16","","11","","5"
"Jones County Junior College Campus Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones County Sheriff's Office","1,026","291","3","","","1","15","8","","7","15","","4","20","206","27","","","601","3","","180","4","20","5","2","5","5","24","","12","10","","10","","","16","3","","45","2","174","81","","134","108","8","","","","","4","","","","14","","","63","3","20","10","30"
"Laurel Police Department","1,742","615","3","","","3","9","2","7","","7","","1","111","306","175","","","826","8","","126","22","150","19","","59","22","","","5","10","","10","","","87","7","","72","2","167","53","7","301","170","70","","","","","6","","","","55","","","140","3","111","10","16"
"Not Reporting - Soso Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sandersville Police Department","56","8","","","","","","","","","","","","","7","1","","","47","","","4","1","","1","","","2","","","1","","","","","","12","","","3","","21","2","","1","1","","","","","","","","","","","","","","","","",""
"Kemper County","124","31","","1","","","4","4","","","","","","10","14","2","","","54","1","","9","1","11","","3","3","2","","","","","","","","","","","","","","22","2","","39","25","5","","","","","2","","","","7","","","14","","10","","4"
"East Mississippi Community College Police Department - DO NOT USE THIS ORI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Mississippi Community College Police Department - DO NOT USE THIS ORI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East MS CC Police Department - DO NOT USE THIS ORI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East MS CC Police Department - Golden Triangle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East MS CC Police Department - Scooba","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","","","","","","","","","","2","","","","","","",""
"Kemper County Sheriff's Office","120","31","","1","","","4","4","","","","","","10","14","2","","","54","1","","9","1","11","","3","3","2","","","","","","","","","","","","","","22","2","","35","23","5","","","","","2","","","","5","","","14","","10","","4"
"Not Reporting - De Kalb Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lafayette County","1,807","695","1","","","2","21","21","","","4","","","20","465","182","","","799","2","","50","19","47","21","5","90","37","130","","","9","","6","","","25","1","","44","4","298","11","","313","94","176","","","","","5","1","","","37","","","52","1","20","6","25"
"*Not Reporting* Mississippi Bureau of Narcotics - Oxford District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Certified Univ of Mississippi Police Department","357","166","","","","","5","5","","","1","","","","98","62","","","119","","","9","5","41","1","2","12","1","4","","","1","","2","","","","","","3","4","33","1","","72","33","33","","","","","","","","","6","","","8","","","2","6"
"Oxford Police Department","1,344","498","","","","2","16","16","","","1","","","19","340","120","","","626","2","","30","14","","20","3","76","34","126","","","","","3","","","23","","","39","","247","9","","220","56","133","","","","","5","1","","","25","","","39","","19","3","17"
"Recert - Lafayette County Sheriff's Office","106","31","1","","","","","","","","2","","","1","27","","","","54","","","11","","6","","","2","2","","","","8","","1","","","2","1","","2","","18","1","","21","5","10","","","","","","","","","6","","","5","1","1","1","2"
"Lamar County","1,264","474","1","","","2","9","9","","","4","","","29","275","154","","","564","3","","102","7","158","7","1","6","11","2","","3","","","1","","","57","45","","9","3","99","46","4","226","141","41","","","","","3","7","","9","25","","","44","1","29","1","13"
"*Not Reporting* Mississippi Bureau of Narcotics - Hattiesburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lamar County Sheriff's Office","1,041","407","1","","","","9","9","","","3","","","19","229","146","","","444","3","","88","3","135","5","1","3","7","2","","2","","","","","","26","44","","","3","77","43","2","190","119","34","","","","","3","6","","9","19","","","32","1","19","","12"
"Lumberton Police Department","86","25","","","","1","","","","","1","","","3","19","1","","","48","","","8","1","10","1","","1","2","","","1","","","1","","","4","","","7","","11","1","","13","8","1","","","","","","1","","","3","","","5","","3","1","1"
"Recert - Purvis Police Department","65","24","","","","1","","","","","","","","4","16","3","","","36","","","2","2","8","","","","2","","","","","","","","","12","","","2","","6","1","1","5","3","","","","","","","","","","2","","","4","","4","",""
"Sumrall Police Department","72","18","","","","","","","","","","","","3","11","4","","","36","","","4","1","5","1","","2","","","","","","","","","","15","1","","","","5","1","1","18","11","6","","","","","","","","","1","","","3","","3","",""
"Lauderdale County","2,076","526","13","","","1","25","25","","","7","","1","133","308","32","6","","1,079","","","256","10","395","17","","21","27","","","3","23","1","19","","","34","2","1","139","","12","114","5","471","262","102","","","","","6","","1","","98","2","","197","13","133","19","32"
"CTED - District 6 - Meridian","135","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","134","71","56","","","","","","","","","7","","","","","","",""
"Lauderdale County Sheriff's Office","61","14","","","","","2","2","","","2","","","4","2","4","","","32","","","8","1","10","1","","","2","","","1","2","","","","","2","","","3","","","2","","15","9","1","","","","","","","","","4","1","","8","","4","","4"
"MBI Troop H District 6","15","10","","","","","1","1","","","","","","5","","2","2","","2","","","","","","","","","","","","","","","","","","","1","","","","1","","","3","","","","","","","","","1","","2","","","6","","5","","1"
"Meridian Police Department","1,748","502","13","","","1","22","22","","","5","","1","124","306","26","4","","1,042","","","248","9","383","16","","21","25","","","2","21","1","19","","","32","1","1","136","","11","112","4","204","99","13","","","","","6","","","","85","1","","183","13","124","19","27"
"MHP Troop H Meridian","117","","","","","","","","","","","","","","","","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","115","83","32","","","","","","","","","","","","","","","",""
"Not Reporting - Marion Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting-  Meridian Community College Campus PD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lawrence County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Lawrence County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Monticello Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - New Hebron Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leake County","623","158","2","","","1","4","4","","","6","","1","48","62","34","","","215","1","","26","3","48","3","2","13","7","3","","","9","","2","","","","","","","","63","22","13","250","132","87","","","","","2","","","","26","3","","62","2","48","2","10"
"Leake County Sheriff's Office","623","158","2","","","1","4","4","","","6","","1","48","62","34","","","215","1","","26","3","48","3","2","13","7","3","","","9","","2","","","","","","","","63","22","13","250","132","87","","","","","2","","","","26","3","","62","2","48","2","10"
"Not Reporting - Carthage Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Lena Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Walnut Grove Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lee County","4,566","1,414","3","","","8","34","25","8","1","15","","2","98","760","493","1","","2,328","17","","402","24","446","45","5","159","8","66","","1","27","","22","","","409","8","","21","1","523","139","5","824","571","171","1","","","","13","","","","51","17","","172","3","98","22","49"
"*Not Reporting* Mississippi Bureau of Narcotics - Tupelo District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guntown Police Department","60","11","","","","","","","","","1","","","","9","1","","","30","","","12","1","1","","","2","","","","","","","","","","2","1","","7","1","2","1","","19","16","1","","","","","","","","","2","","","1","","","","1"
"Lee County Sheriff's Office","940","337","1","","","3","12","9","3","","7","","1","25","163","124","1","","496","9","","96","2","110","1","2","16","5","2","","","27","","2","","","8","7","","14","","162","30","3","107","56","10","","","","","8","","","","16","17","","47","1","25","2","19"
"Not Reporting - Plantersville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Saltillo Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Shannon Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Verona Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tupelo Police Department","3,566","1,066","2","","","5","22","16","5","1","7","","1","73","588","368","","","1,802","8","","294","21","335","44","3","141","3","64","","1","","","20","","","399","","","","","359","108","2","698","499","160","1","","","","5","","","","33","","","124","2","73","20","29"
"Leflore County","40","2","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","17","11","","","","","","","","","10","","","1","","1","",""
"CTED - District 2 - Greenwood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBI Troop D District 2","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","",""
"MHP Troop D Greenwood","39","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","17","11","","","","","","","","","10","","","","","","",""
"Not Reporting - Greenville Public School District Campus Police","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Greenwood Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Itta Bena Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Leflore County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lincoln County","1,149","187","2","1","","","7","6","1","","3","","","26","91","57","","","382","3","","46","10","84","2","3","10","10","2","","11","","","","","","14","12","","29","","112","32","2","580","418","145","","","","","1","","","","16","","","38","2","26","","10"
"CTED - District 9 - Brookhaven","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","2","","","","","","","","","","","","","","","",""
"Lincoln County Sheriff's Office","593","181","1","1","","","7","6","1","","1","","","25","89","57","","","381","3","","46","10","84","1","3","10","10","2","","11","","","","","","14","12","","29","","112","32","2","31","18","7","","","","","1","","","","5","","","34","1","25","","8"
"MBI Troop M District 9","6","4","1","","","","","","","","2","","","1","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","4","1","1","","2"
"MHP Troop M Brookhaven","545","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","543","397","136","","","","","","","","","10","","","","","","",""
"Recert - Brookhaven Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lowndes County","1,551","599","","","","6","9","9","","","12","","2","73","433","64","","","717","3","","101","8","204","5","2","17","16","5","1","13","20","","11","","","54","5","","56","3","156","30","7","235","161","40","","","","","2","","1","","29","2","","105","","73","11","21"
"Columbus Police Department","699","266","","","","","4","4","","","3","","1","38","156","64","","","364","2","","30","4","104","1","","14","10","3","1","13","12","","3","","","38","5","","56","3","43","20","2","69","44","10","","","","","1","","1","","13","","","48","","38","3","7"
"East MS CC Police Department - Communiversity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lowndes County Sheriff's Office","840","330","","","","6","5","5","","","9","","1","35","274","","","","346","1","","71","4","99","4","1","2","6","2","","","8","","6","","","16","","","","","111","10","5","164","115","30","","","","","1","","","","16","2","","55","","35","6","14"
"MS University for Women Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Caledonia Town Marshal's Office","12","3","","","","","","","","","","","","","3","","","","7","","","","","1","","1","1","","","","","","","2","","","","","","","","2","","","2","2","","","","","","","","","","","","","2","","","2",""
"Madison County","1,093","313","1","","","2","2","","","2","9","1","2","84","116","96","","","580","","","32","30","58","19","2","44","41","16","1","35","36","2","3","1","3","75","27","","29","3","88","27","8","200","96","82","","","","","","","","","21","1","","99","1","84","3","11"
"Holmes Community College - Ridgeland - DO NOT USE THIS ORI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Madison County Sheriff's Office","518","230","1","","","1","","","","","8","1","1","78","50","90","","","280","","","27","3","44","3","1","15","7","6","1","28","20","1","2","1","3","4","27","","18","2","45","22","","8","","","","","","","","","","","8","","","89","1","78","2","8"
